CourseID,Title,Category,Sub_Category,Language,Skills,Instructor,Rating,Enrollments,Duration,Platform,PriceUSD,Certification,Level,ReleaseYear
392,Machine Learning by Stanford University,Data Science,Deep Learning,English,"Data Analysis, SQL, R, Machine Learning, Excel",Elizabeth Hart,3.9 stars,92785,21 hours,edX,$99,Yes,Intermediate,2019
393,AWS Cloud Practitioner Essentials,IT & Software,Cloud Computing,English,"Critical Thinking, Networking, DevOps, Azure, AWS",Jennifer Vaughn,3.6 stars,66395,13 hours,Coursera,$49,Yes,Advanced,2019
394,Java Programming and Software Engineering,Computer Science,Web Development,English,"SQL, React, JavaScript, Azure, AWS",Robert Woods,3.1 stars,52436,19 hours,edX,$199,Yes,Intermediate,2020
395,Java Programming and Software Engineering,Computer Science,Programming,French,"React, Python, AWS, JavaScript, Azure",Joanna Cook,5.0 stars,66042,15 hours,edX,$299,Yes,Advanced,2024
396,AWS Cloud Practitioner Essentials,IT & Software,Networking,Spanish,"AWS, Critical Thinking, DevOps, Azure, Networking",Justin Frederick,4.4 stars,31605,10 hours,Udemy,$19,Yes,Intermediate,2018
397,AI For Everyone,Data Science,Big Data,Spanish,"Deep Learning, Python, Machine Learning, Power BI, R",Alejandro Martinez,4.9 stars,84180,49 hours,Coursera,$299,Yes,Beginner,2018
398,Introduction to Data Science in Python,Data Science,Statistics,English,"Deep Learning, Python, R, SQL, Machine Learning",Tracey Gonzalez,5.0 stars,86206,10 hours,edX,$299,Yes,Beginner,2021
399,Tableau Data Visualization,Data Science,Machine Learning,Hindi,"Python, Deep Learning, Data Analysis, SQL, Machine Learning",Mariah Thompson,3.4 stars,4402,34 hours,Coursera,$0,No,Intermediate,2022
400,Tableau Data Visualization,Data Science,Data Analysis,Spanish,"Python, Excel, Machine Learning, Data Analysis, Power BI",Heather Nunez,4.1 stars,42990,49 hours,edX,$99,Yes,Beginner,2024
401,Applied Data Science with Python,Data Science,Deep Learning,French,"Excel, Machine Learning, R, Deep Learning, SQL",Dr. Steve James,3.7 stars,78111,21 hours,edX,$299,Yes,Intermediate,2024
402,The Science of Well-Being,Data Science,Big Data,Hindi,"SQL, R, Deep Learning, Power BI, Excel",Mark Thomas,4.6 stars,70671,10 hours,Udemy,$49,Yes,Advanced,2024
403,Business Analytics with Excel,Business,Leadership,French,"Leadership, Communication, Excel, Power BI, Critical Thinking",Robert Rogers,3.4 stars,24109,9 hours,FutureLearn,$29,Yes,Intermediate,2019
404,Natural Language Processing with Deep Learning,Computer Science,Cloud Computing,English,"SQL, AWS, Python, React, JavaScript",Laura Sweeney,3.8 stars,35883,39 hours,FutureLearn,$49,Yes,Beginner,2023
405,SQL for Data Science,Data Science,Big Data,Spanish,"Excel, SQL, R, Deep Learning, Power BI",Christopher Perez,4.8 stars,71133,37 hours,Udemy,$199,Yes,Advanced,2020
406,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Hindi,"Deep Learning, Power BI, SQL, Machine Learning, Data Analysis",Eddie Adams,4.1 stars,43464,26 hours,Coursera,$49,Yes,Intermediate,2024
407,Excel to MySQL: Analytic Techniques,Data Science,Big Data,Spanish,"R, Deep Learning, Python, Machine Learning, Data Analysis",Denise Wallace,3.7 stars,47839,30 hours,Udemy,$49,Yes,Beginner,2022
408,SQL for Data Science,Data Science,Deep Learning,Spanish,"Python, R, Excel, Power BI, Data Analysis",Heidi Matthews,3.2 stars,64768,45 hours,edX,$299,Yes,Advanced,2018
409,Natural Language Processing with Deep Learning,IT & Software,Cloud Computing,French,"Azure, AWS, DevOps, Networking, Critical Thinking",Jennifer White,3.2 stars,90104,6 hours,Udemy,$299,Yes,Intermediate,2024
410,The Science of Well-Being,Computer Science,Cloud Computing,English,"Azure, React, JavaScript, SQL, AWS",Nicholas Stanley,3.8 stars,81493,28 hours,Udemy,$19,Yes,Intermediate,2024
411,AWS Cloud Practitioner Essentials,IT & Software,Networking,French,"AWS, Azure, Critical Thinking, Networking, DevOps",Mercedes Miller,4.8 stars,74272,27 hours,Coursera,$19,Yes,Beginner,2019
412,Python for Everybody,Data Science,Big Data,Hindi,"Python, Excel, Data Analysis, Power BI, Deep Learning",Brian Brown,4.8 stars,45585,56 hours,edX,$19,Yes,Intermediate,2023
413,Machine Learning by Stanford University,Data Science,Statistics,French,"Deep Learning, Python, Machine Learning, Data Analysis, Power BI",Kimberly Johnson,3.2 stars,58157,50 hours,Udemy,$299,Yes,Beginner,2021
414,Applied Data Science with Python,Data Science,Statistics,English,"Python, Data Analysis, Deep Learning, R, Power BI",Phillip Miller,4.8 stars,87449,53 hours,Coursera,$199,Yes,Beginner,2018
415,Tableau Data Visualization,Data Science,Big Data,English,"R, Deep Learning, Excel, SQL, Data Analysis",Christopher Pena,3.4 stars,75987,12 hours,Coursera,$299,Yes,Intermediate,2020
416,Full-Stack Web Development with React,Computer Science,Web Development,English,"JavaScript, Python, React, Azure, AWS",Ellen Wright,4.1 stars,82263,44 hours,Coursera,$0,No,Beginner,2023
417,Introduction to Data Science in Python,Data Science,Data Analysis,Spanish,"Data Analysis, R, Excel, Deep Learning, SQL",Mark Anderson,3.3 stars,47462,29 hours,Coursera,$29,Yes,Beginner,2018
418,Statistics with Python,Data Science,Big Data,French,"Excel, R, Power BI, Python, Deep Learning",Alyssa Alvarado,4.9 stars,71861,8 hours,Coursera,$49,Yes,Advanced,2021
419,SQL for Data Science,Data Science,Big Data,Spanish,"Excel, Data Analysis, Python, SQL, Machine Learning",Erika Alvarez,4.4 stars,16524,50 hours,Udemy,$99,Yes,Advanced,2019
420,The Science of Well-Being,IT & Software,Networking,French,"Networking, Critical Thinking, AWS, DevOps, Azure",Kimberly Nelson,3.9 stars,99552,59 hours,Udemy,$49,Yes,Intermediate,2020
421,SQL for Data Science,Data Science,Machine Learning,French,"Machine Learning, SQL, Deep Learning, Data Analysis, Python",Wayne Wolfe,3.4 stars,49839,25 hours,edX,$0,No,Beginner,2021
422,Big Data Essentials,Data Science,Deep Learning,English,"R, Python, Machine Learning, Excel, Data Analysis",Kyle Welch,4.3 stars,86803,41 hours,Udemy,$19,Yes,Beginner,2024
423,Deep Learning Specialization,Business,Marketing,English,"Communication, Leadership, Critical Thinking, Power BI, Excel",Kristy Mills,4.3 stars,55380,58 hours,Coursera,$99,Yes,Intermediate,2019
424,Java Programming and Software Engineering,Computer Science,Programming,English,"Azure, AWS, React, SQL, Python",Emily Reed,3.3 stars,15389,10 hours,FutureLearn,$19,Yes,Intermediate,2021
425,Cybersecurity for Business,Business,Business Analytics,French,"Excel, Leadership, Power BI, Communication, Critical Thinking",Regina Ramos,3.6 stars,74233,60 hours,Udemy,$29,Yes,Beginner,2019
426,The Science of Well-Being,IT & Software,DevOps,Hindi,"Networking, Azure, DevOps, AWS, Critical Thinking",David Torres,3.8 stars,23585,56 hours,Coursera,$299,Yes,Advanced,2019
427,Deep Learning Specialization,Arts,Painting,French,"Photography, Communication, Creativity, Design",Robert Charles,5.0 stars,3332,49 hours,Udemy,$29,Yes,Beginner,2021
428,Machine Learning by Stanford University,Data Science,Machine Learning,English,"SQL, Power BI, Data Analysis, Excel, R",John Smith,3.4 stars,56650,49 hours,Udemy,$199,Yes,Beginner,2023
429,SQL for Data Science,Data Science,Statistics,French,"Data Analysis, Python, Excel, R, Power BI",Theresa Woods,4.4 stars,90067,28 hours,Coursera,$99,Yes,Intermediate,2018
430,Statistics with Python,Data Science,Machine Learning,English,"Power BI, SQL, R, Data Analysis, Deep Learning",Jeffrey Carter,4.5 stars,41118,41 hours,FutureLearn,$99,Yes,Advanced,2021
431,AI For Everyone,Data Science,Deep Learning,English,"SQL, Machine Learning, R, Deep Learning, Python",Adam Brooks,4.5 stars,44621,20 hours,FutureLearn,$199,Yes,Advanced,2024
432,Python for Everybody,Data Science,Statistics,French,"Machine Learning, Python, R, Excel, SQL",Justin Foster,4.8 stars,66824,22 hours,edX,$99,Yes,Intermediate,2024
433,Data Structures and Algorithms Specialization,Data Science,Machine Learning,English,"SQL, R, Excel, Deep Learning, Machine Learning",Omar Price,3.1 stars,72346,18 hours,edX,$19,Yes,Advanced,2019
434,AWS Cloud Practitioner Essentials,IT & Software,Cybersecurity,Spanish,"Azure, Critical Thinking, AWS, DevOps, Networking",Dennis Henderson,4.0 stars,36637,46 hours,Udemy,$29,Yes,Advanced,2019
435,SQL for Data Science,Data Science,Statistics,English,"SQL, Python, Machine Learning, Data Analysis, Excel",Phillip Kent,4.3 stars,96532,45 hours,Coursera,$199,Yes,Beginner,2018
436,Statistics with Python,Data Science,Deep Learning,Hindi,"Python, Data Analysis, Deep Learning, SQL, R",Melinda Mitchell,3.3 stars,57628,36 hours,edX,$299,Yes,Beginner,2023
437,Introduction to Data Science in Python,Data Science,Machine Learning,Hindi,"Machine Learning, Data Analysis, Deep Learning, SQL, Python",Rhonda Gutierrez,4.0 stars,54878,26 hours,Coursera,$299,Yes,Intermediate,2020
438,Java Programming and Software Engineering,Computer Science,Cloud Computing,French,"Python, JavaScript, AWS, Azure, React",Catherine Roberts,3.9 stars,46743,30 hours,Coursera,$299,Yes,Advanced,2022
439,Machine Learning by Stanford University,Data Science,Deep Learning,English,"Data Analysis, Power BI, Python, Deep Learning, SQL",Lisa Nelson,3.8 stars,89987,52 hours,Coursera,$99,Yes,Intermediate,2020
440,Big Data Essentials,Data Science,Big Data,English,"Python, Power BI, SQL, R, Deep Learning",Chelsea Smith,3.5 stars,97338,39 hours,edX,$0,No,Beginner,2022
441,Deep Learning Specialization,Arts,Creative Writing,French,"Design, Creativity, Photography, Communication",Joseph Lopez,4.0 stars,65778,8 hours,edX,$0,No,Intermediate,2022
442,Statistics with Python,Data Science,Data Analysis,Hindi,"Power BI, Excel, Machine Learning, Deep Learning, Python",Derrick Espinoza,4.4 stars,20150,10 hours,FutureLearn,$49,Yes,Intermediate,2020
443,Full-Stack Web Development with React,Computer Science,Programming,English,"SQL, AWS, Azure, Python, React",Crystal Hernandez,3.9 stars,56655,30 hours,Udemy,$199,Yes,Advanced,2020
444,Cybersecurity for Business,Business,Strategy,Spanish,"Excel, Power BI, Communication, Critical Thinking, Leadership",Glenn Collins DDS,4.3 stars,49504,15 hours,FutureLearn,$0,No,Beginner,2019
445,AI For Everyone,Data Science,Deep Learning,Hindi,"Power BI, SQL, Machine Learning, Python, R",Mrs. Raven Rivera DVM,3.5 stars,53962,47 hours,Udemy,$29,Yes,Advanced,2020
446,Introduction to Data Science in Python,Data Science,Statistics,English,"Deep Learning, Data Analysis, Excel, SQL, Python",Amy Rowe,4.1 stars,64717,43 hours,Coursera,$199,Yes,Advanced,2022
447,Cybersecurity for Business,Business,Finance,French,"Excel, Power BI, Communication, Critical Thinking, Leadership",John Lee,3.5 stars,26447,40 hours,edX,$199,Yes,Beginner,2019
448,AWS Cloud Practitioner Essentials,IT & Software,Networking,Hindi,"DevOps, Azure, Critical Thinking, AWS, Networking",Ruth Clayton,3.4 stars,34275,17 hours,Coursera,$99,Yes,Advanced,2019
449,AI For Everyone,Data Science,Machine Learning,English,"SQL, Deep Learning, Data Analysis, R, Machine Learning",Randy Wright,3.7 stars,94310,22 hours,edX,$49,Yes,Intermediate,2024
450,Cybersecurity for Business,Business,Finance,Spanish,"Power BI, Communication, Excel, Critical Thinking, Leadership",Jessica Rojas,4.4 stars,83426,26 hours,Udemy,$49,Yes,Intermediate,2019
451,AI For Everyone,Data Science,Big Data,French,"Deep Learning, R, Machine Learning, Data Analysis, Excel",Joel Wise,4.9 stars,8433,32 hours,Udemy,$49,Yes,Intermediate,2019
452,Cybersecurity for Business,Business,Leadership,English,"Excel, Communication, Power BI, Critical Thinking, Leadership",Vickie Kennedy,4.1 stars,81145,24 hours,Coursera,$99,Yes,Intermediate,2019
453,Cybersecurity for Business,Business,Finance,Spanish,"Power BI, Excel, Critical Thinking, Communication, Leadership",Emily Morris,4.7 stars,23918,12 hours,Udemy,$49,Yes,Beginner,2021
454,Deep Learning Specialization,Computer Science,Web Development,English,"Python, SQL, JavaScript, Azure, React",Amanda Pineda,4.9 stars,37575,8 hours,edX,$49,Yes,Advanced,2022
455,Java Programming and Software Engineering,Computer Science,Web Development,Spanish,"Python, Azure, React, JavaScript, AWS",Dawn Little,4.8 stars,28082,50 hours,Coursera,$299,Yes,Intermediate,2022
456,Data Structures and Algorithms Specialization,Data Science,Big Data,English,"Machine Learning, Deep Learning, Excel, SQL, Python",Stephen Boyer,3.1 stars,84722,48 hours,Coursera,$199,Yes,Intermediate,2022
457,AI For Everyone,Data Science,Data Analysis,French,"Data Analysis, SQL, Python, Deep Learning, Excel",Brian Chen,3.2 stars,73104,22 hours,edX,$199,Yes,Beginner,2019
458,Google Data Analytics Certificate,Data Science,Data Analysis,Spanish,"R, Deep Learning, SQL, Machine Learning, Excel",Christopher Hill,4.7 stars,85360,48 hours,FutureLearn,$29,Yes,Beginner,2018
459,Big Data Essentials,Data Science,Big Data,Spanish,"Machine Learning, Deep Learning, SQL, Python, Excel",Richard Smith,4.8 stars,19444,19 hours,FutureLearn,$299,Yes,Intermediate,2021
460,Statistics with Python,Data Science,Deep Learning,Hindi,"Power BI, Machine Learning, Deep Learning, Data Analysis, Excel",Richard Alvarez,3.9 stars,14711,22 hours,Coursera,$19,Yes,Advanced,2024
461,Data Structures and Algorithms Specialization,Data Science,Machine Learning,Spanish,"Deep Learning, Power BI, SQL, Machine Learning, Python",Jacqueline Davis,3.7 stars,68145,47 hours,Coursera,$0,No,Beginner,2018
462,Cybersecurity for Business,Business,Business Analytics,Hindi,"Critical Thinking, Excel, Communication, Leadership, Power BI",Brandon Montgomery,3.6 stars,86944,59 hours,Udemy,$29,Yes,Beginner,2021
463,SQL for Data Science,Data Science,Machine Learning,French,"R, SQL, Excel, Python, Power BI",Yolanda Garrett,4.1 stars,82353,49 hours,Coursera,$299,Yes,Intermediate,2019
464,Machine Learning by Stanford University,Data Science,Machine Learning,Hindi,"Machine Learning, Python, SQL, Excel, Data Analysis",Matthew Miles,4.0 stars,51318,16 hours,Coursera,$29,Yes,Advanced,2023
465,Full-Stack Web Development with React,Computer Science,Web Development,Spanish,"AWS, React, Python, Azure, JavaScript",Beth Hall,4.9 stars,46269,57 hours,Udemy,$199,Yes,Beginner,2019
466,Applied Data Science with Python,Data Science,Deep Learning,Hindi,"Data Analysis, Deep Learning, Power BI, Machine Learning, SQL",Dr. Nicole Trujillo,4.8 stars,79187,43 hours,Udemy,$199,Yes,Beginner,2020
467,Data Structures and Algorithms Specialization,Data Science,Data Analysis,Hindi,"Excel, Deep Learning, Power BI, SQL, Data Analysis",Corey Norris,3.5 stars,56044,10 hours,edX,$19,Yes,Beginner,2021
468,Tableau Data Visualization,Data Science,Big Data,Hindi,"SQL, Python, R, Machine Learning, Power BI",Chad Roach,3.8 stars,65352,55 hours,Coursera,$99,Yes,Advanced,2024
469,AI For Everyone,Data Science,Deep Learning,English,"Machine Learning, Excel, Python, Deep Learning, R",Mr. Edward Terry,3.3 stars,13177,27 hours,Udemy,$49,Yes,Advanced,2023
470,Tableau Data Visualization,Data Science,Statistics,Spanish,"Data Analysis, Deep Learning, Python, Machine Learning, R",Cody Bailey,4.1 stars,33952,54 hours,FutureLearn,$199,Yes,Intermediate,2019
471,Google Data Analytics Certificate,Data Science,Data Analysis,Hindi,"Excel, Power BI, Data Analysis, SQL, R",Denise Guerra,5.0 stars,20123,14 hours,Udemy,$19,Yes,Advanced,2022
472,Statistics with Python,Data Science,Machine Learning,Spanish,"SQL, Power BI, R, Data Analysis, Deep Learning",Kristen Jones,4.1 stars,87964,59 hours,Udemy,$19,Yes,Advanced,2024
473,Full-Stack Web Development with React,Computer Science,Web Development,Spanish,"Python, SQL, React, JavaScript, Azure",Edward Baker,3.4 stars,86094,8 hours,FutureLearn,$19,Yes,Beginner,2024
474,Google Data Analytics Certificate,Data Science,Big Data,French,"Machine Learning, Python, Deep Learning, Power BI, R",Aaron Little,4.4 stars,64558,22 hours,Coursera,$29,Yes,Beginner,2018
475,AWS Cloud Practitioner Essentials,IT & Software,DevOps,Spanish,"Networking, Azure, Critical Thinking, DevOps, AWS",Cody Smith,3.3 stars,86606,9 hours,Udemy,$199,Yes,Intermediate,2019
476,Java Programming and Software Engineering,Computer Science,Cloud Computing,French,"Azure, JavaScript, SQL, React, Python",Patty Allen,4.3 stars,50709,9 hours,edX,$19,Yes,Advanced,2020
477,Machine Learning by Stanford University,Data Science,Big Data,Hindi,"Python, Data Analysis, Power BI, Deep Learning, Excel",Mary Ryan,4.9 stars,86566,9 hours,edX,$299,Yes,Beginner,2021
478,Cybersecurity for Business,Business,Marketing,Spanish,"Leadership, Power BI, Communication, Excel, Critical Thinking",Joseph Jimenez,3.0 stars,87987,10 hours,FutureLearn,$49,Yes,Advanced,2019
479,AI For Everyone,Data Science,Statistics,Hindi,"Deep Learning, Machine Learning, R, Power BI, Data Analysis",Lisa Morris,3.1 stars,169,56 hours,Udemy,$299,Yes,Beginner,2020
480,Cybersecurity for Business,Business,Business Analytics,French,"Critical Thinking, Excel, Communication, Leadership, Power BI",Ashley Mills,3.2 stars,95646,47 hours,Coursera,$99,Yes,Beginner,2020
481,Natural Language Processing with Deep Learning,Data Science,Deep Learning,French,"Machine Learning, Power BI, Deep Learning, Excel, R",Russell Anderson,3.8 stars,74338,38 hours,FutureLearn,$49,Yes,Beginner,2018
482,Data Structures and Algorithms Specialization,Data Science,Deep Learning,Hindi,"Power BI, Machine Learning, Excel, SQL, Python",Christina Washington,3.3 stars,85563,29 hours,Coursera,$299,Yes,Intermediate,2020
483,Natural Language Processing with Deep Learning,IT & Software,DevOps,Spanish,"Critical Thinking, DevOps, Azure, AWS, Networking",Kenneth Huff,3.4 stars,79086,10 hours,FutureLearn,$199,Yes,Intermediate,2020
